5,18753,9282,12489
5,7809,4052,4701
5,6965,3389,4553
5,6153,3071,4195
5,6220,3015,4023
5,6456,3000,4197
5,6332,3047,4180
5,6774,3275,4538
5,7252,3294,4368
5,9105,2983,4637
14,75910,50527,46711
14,75572,48631,47740
14,71542,48944,47862
14,48530,36262,36862
14,49423,33565,32351
14,47030,31376,29821
14,47735,31356,30073
14,69982,49237,45678
14,93179,34251,40755
14,60476,34107,45370
23,655572,525977,554125
23,669549,595182,520839
23,498971,517383,471565
23,472061,545352,447415
23,499128,513458,470021
23,471207,538906,444827
23,505717,512974,470482
23,472287,551250,452454
23,503773,513444,508842
23,471112,541471,446953
33,6697254,7874863,7042740
33,10641333,12285716,10082168
33,6703660,7921095,6984462
33,6587291,8262769,7873224
33,6770580,7785680,7003900
33,6659125,7755443,7077809
33,6583117,7852675,7047911
33,6680209,7699113,6977348
33,6564492,7712896,6963780
33,6602977,7729991,6980533
40,100131659,122505330,111305678
40,99706047,117780464,131361847
40,100137653,118670446,113389518
40,99833279,118247519,109659712
40,100132415,118699709,111712096
40,100131332,119685246,111482719
40,99918291,118122877,109985098
40,99494880,119379221,111602776
40,99799266,118043112,110216912
40,99995130,118379272,110368988
53,1670981340,1871570460,1840053767
53,1611263384,1824950983,1897810504
53,1641830232,1864028276,1850373274
53,1617803854,1847192358,1823822714
53,1590654780,1881456602,1820630930
53,2109144974,2366454602,1831022488
53,1647021672,1835610752,1819657640
53,1596087380,1817364938,1820652864
53,1588730830,1824717313,1818463688
53,1691946420,1956345647,1849785218
5.0,8181.9,3840.8,5188.1
14.0,63937.9,39825.6,40322.3
23.0,521937.7,535539.7,478752.3
33.0,7049003.8,8288024.1,7403387.5
40.0,99927995.2,118951319.6,113108534.4
53.0,1676546486.6,1908969193.1,1837227308.7
